,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,white
10,0.2719298245614036,0.14999999999999997,0.2349397590361446,0.00920245398773006,0.0830564784053156,0.02083333333333333,0.011520737327188942,0.11918997107039431,0.44186046511627897,0.17341040462427745,0.5645161290322582,0.0
11,0.10526315789473689,0.43999999999999995,0.05421686746987952,0.01687116564417178,0.132890365448505,0.05208333333333333,0.046082949308755755,0.1328833172613315,0.7364341085271318,0.1965317919075145,0.5806451612903225,0.0
12,0.20175438596491235,0.12000000000000001,0.20481927710843376,0.012269938650306747,0.051495016611295685,0.08333333333333333,0.41013824884792627,0.0970106075216961,0.44186046511627897,0.13872832369942198,0.435483870967742,1.0
13,0.17543859649122806,0.11666666666666665,0.16265060240963858,0.010736196319018405,0.046511627906976744,0.10069444444444443,0.18433179723502305,0.02333654773384808,0.25581395348837166,0.21387283236994217,0.7903225806451615,1.0
14,0.20175438596491235,0.14666666666666667,0.16265060240963858,0.052147239263803685,0.04817275747508305,0.12499999999999999,0.20967741935483872,0.06036644165862981,0.3720930232558137,0.21965317919075142,0.741935483870968,1.0
15,0.24561403508771928,0.12666666666666665,0.1746987951807229,0.05061349693251534,0.0830564784053156,0.09374999999999999,0.4447004608294931,0.17299903567984387,0.635658914728682,0.21387283236994217,0.370967741935484,1.0
16,0.280701754385965,0.10666666666666665,0.13253012048192772,0.1549079754601227,0.054817275747508304,0.08680555555555555,0.1728110599078341,0.15949855351976794,0.10852713178294549,0.08092485549132947,0.27419354838709675,1.0
17,0.38596491228070173,0.31333333333333335,0.05421686746987952,0.04141104294478527,0.09800664451827243,0.024305555555555552,0.025345622119815666,0.19710703953712638,0.39534883720930214,0.1271676300578035,0.3225806451612905,0.0
18,0.1842105263157895,0.08666666666666666,0.1746987951807229,0.17024539877300612,0.06478405315614617,0.16666666666666666,0.3248847926267281,0.14831243972999175,0.387596899224806,0.09248554913294799,0.4516129032258067,1.0
19,0.2543859649122807,0.09333333333333334,0.1927710843373494,0.25,0.07807308970099668,0.16666666666666666,0.35023041474654376,0.2443587270973957,0.5038759689922481,0.09248554913294799,0.25806451612903225,1.0
20,0.42105263157894746,0.4066666666666666,0.0,0.02760736196319018,0.13122923588039867,0.0625,0.07373271889400922,0.22892960462873546,0.4883720930232558,0.21965317919075142,0.20967741935483875,0.0
21,0.24561403508771928,0.15999999999999998,0.18674698795180725,0.08895705521472393,0.03654485049833887,0.12847222222222224,0.2511520737327189,0.10067502410800344,0.5116279069767438,0.20809248554913293,0.6774193548387097,1.0
22,0.5000000000000001,0.27999999999999997,0.30120481927710846,0.20245398773006135,0.3255813953488372,0.16319444444444445,0.17511520737327188,0.2948891031822569,0.3410852713178292,0.3063583815028902,0.12903225806451624,0.0
23,0.3771929824561404,0.38666666666666666,0.12048192771084339,0.023006134969325156,0.1461794019933555,0.07638888888888888,0.2465437788018433,0.19672131147541094,0.31782945736434076,0.15028901734104047,0.19354838709677402,0.0
24,0.14035087719298245,0.13999999999999996,0.22891566265060243,0.1549079754601227,0.04817275747508305,0.16666666666666666,0.2995391705069124,0.12594021215043227,0.3023255813953485,0.21387283236994217,0.5161290322580645,1.0
25,0.26315789473684215,0.08,0.22891566265060243,0.006134969325153375,0.046511627906976744,0.06944444444444443,0.1566820276497696,0.09006750241080042,0.37984496124030986,0.08670520231213871,0.4838709677419355,1.0
26,0.3157894736842105,0.20666666666666667,0.15662650602409642,0.14263803680981596,0.0830564784053156,0.1111111111111111,0.40322580645161293,0.16142719382835224,0.24806201550387552,0.11560693641618497,0.467741935483871,1.0
27,0.21052631578947367,0.06000000000000001,0.18072289156626506,0.007668711656441719,0.03654485049833887,0.041666666666666664,0.1543778801843318,0.07367405978784802,0.3488372093023253,0.20809248554913293,0.4838709677419355,1.0
28,0.6315789473684212,0.3466666666666666,0.29518072289156627,0.03220858895705522,0.12624584717607976,0.03125,0.08064516129032258,0.23664416586306558,0.33333333333333304,0.2369942196531792,0.403225806451613,0.0
29,0.21052631578947367,0.08,0.22891566265060243,0.11196319018404909,0.07142857142857142,0.10069444444444443,0.32027649769585254,0.145998071359692,0.46511627906976694,0.1965317919075145,0.4838709677419355,1.0
30,0.1578947368421053,0.16666666666666669,0.15662650602409642,0.06901840490797545,0.06976744186046512,0.05208333333333333,0.26036866359447003,0.1355834136933467,0.33333333333333304,0.1098265895953757,0.19354838709677402,1.0
31,0.23684210526315796,0.36666666666666664,0.1987951807228916,0.09355828220858896,0.3754152823920266,0.22569444444444445,0.2511520737327189,0.20713596914175625,0.387596899224806,0.1965317919075145,0.24193548387096775,0.0
32,0.20175438596491235,0.17333333333333334,0.21686746987951808,0.15950920245398773,0.07142857142857142,0.18055555555555555,0.5552995391705069,0.21735776277724028,0.5581395348837206,0.19075144508670525,0.20967741935483875,1.0
33,0.2894736842105263,0.15999999999999998,0.22289156626506026,0.00920245398773006,0.06478405315614617,0.07291666666666666,0.41013824884792627,0.128640308582451,0.2868217054263562,0.12138728323699421,0.20967741935483875,1.0
34,0.2543859649122807,0.08,0.16265060240963858,0.1380368098159509,0.046511627906976744,0.0625,0.22811059907834103,0.14098360655737707,0.24806201550387552,0.08670520231213871,0.403225806451613,1.0
35,0.2543859649122807,0.03333333333333334,0.22891566265060243,0.018404907975460124,0.061461794019933555,0.04513888888888888,0.24884792626728108,0.1035679845708799,0.46511627906976694,0.3930635838150289,0.596774193548387,1.0
36,0.21052631578947367,0.21999999999999997,0.16265060240963858,0.1549079754601227,0.16777408637873756,0.06597222222222222,0.22350230414746544,0.18495660559305804,0.2790697674418601,0.1098265895953757,0.16129032258064524,1.0
37,0.22807017543859653,0.13333333333333336,0.24096385542168677,0.3282208588957055,0.06478405315614617,0.16319444444444445,0.3709677419354839,0.2675024108003825,0.16279069767441845,0.16184971098265896,0.11290322580645151,1.0
38,0.7894736842105263,0.19999999999999996,0.33132530120481934,0.03220858895705522,0.11960132890365448,0.01388888888888889,0.02304147465437788,0.25978784956605594,0.20155038759689914,0.184971098265896,0.22580645161290325,0.0
39,0.13157894736842113,0.09333333333333334,0.12048192771084339,0.2361963190184049,0.05813953488372092,0.1388888888888889,0.2465437788018433,0.22160077145612078,0.387596899224806,0.13872832369942198,0.14516129032258074,1.0
40,0.23684210526315796,0.16666666666666669,0.18674698795180725,0.10889570552147239,0.051495016611295685,0.09722222222222221,0.29723502304147464,0.09893924783028041,0.3023255813953485,0.20231213872832368,0.6935483870967745,1.0
41,0.2543859649122807,0.08666666666666666,0.24096385542168677,0.00920245398773006,0.09966777408637875,0.0798611111111111,0.3456221198156682,0.10935390549662571,0.5426356589147283,0.12138728323699421,0.4193548387096775,1.0
42,0.11403508771929827,0.06000000000000001,0.1385542168674699,0.035276073619631906,0.04983388704318936,0.03125,0.2350230414746544,0.10221793635486875,0.4341085271317824,0.16184971098265896,0.3225806451612905,1.0
43,0.280701754385965,0.4133333333333333,0.0,0.019938650306748466,0.11129568106312292,0.03472222222222222,0.06451612903225806,0.20578592092574866,0.6124031007751936,0.1965317919075145,0.22580645161290325,0.0
44,0.2719298245614036,0.04000000000000001,0.29518072289156627,0.007668711656441719,0.04817275747508305,0.09374999999999999,0.2142857142857143,0.10935390549662571,0.3720930232558137,0.2890173410404624,0.4193548387096775,1.0
45,0.20175438596491235,0.03333333333333334,0.16265060240963858,0.03067484662576687,0.043189368770764125,0.10763888888888888,0.16129032258064516,0.0823529411764703,0.37984496124030986,0.3121387283236995,0.5376344080645163,1.0
46,0.23684210526315796,0.27999999999999997,0.024096385542168676,0.013803680981595092,0.12624584717607976,0.0625,0.09907834101382489,0.16721311475409806,0.4883720930232558,0.323699421965318,0.24193548387096775,0.0
47,0.280701754385965,0.07333333333333332,0.18072289156626506,0.012269938650306747,0.079734219269103,0.1111111111111111,0.29723502304147464,0.11321118611379077,0.3100775193798446,0.16184971098265896,0.25806451612903225,1.0
48,0.21052631578947367,0.30666666666666664,0.12650602409638556,0.24079754601226994,0.07641196013289037,0.1388888888888889,0.4055299539170507,0.2212150433944089,0.4883720930232558,0.184971098265896,0.3870967741935485,1.0
49,0.32456140350877205,0.06666666666666667,0.24096385542168677,0.018404907975460124,0.08803986710963455,0.02083333333333333,0.03225806451612903,0.13442622950819683,0.4341085271317824,0.2774566473988439,0.5,0.0
50,0.13157894736842113,0.15333333333333332,0.1746987951807229,0.10276073619631901,0.0681063122923588,0.1111111111111111,0.315668202764977,0.11938283510125203,0.45736434108527124,0.16184971098265896,0.4946236564516129,1.0
51,0.26315789473684215,0.08,0.3674698795180723,0.23926380368098157,0.05647840531561461,0.04513888888888888,0.22350230414746544,0.22314368370298965,0.2635658914728678,0.08092485549132947,0.19354838709677402,1.0
52,0.04385964912280704,0.47,0.0,0.04294478527607362,0.04485049833887043,0.07638888888888888,0.29493087557603687,0.05168756027000754,0.6279069767441858,0.4046242774566474,0.935483870967742,1.0
53,0.280701754385965,0.16666666666666669,0.15662650602409642,0.23006134969325154,0.0664451827242525,0.22916666666666666,0.4700460829493088,0.23027965284474305,0.2635658914728678,0.2658959537572255,0.24193548387096775,1.0
54,0.26315789473684215,0.25999999999999995,0.0963855421686747,0.08128834355828221,0.06478405315614617,0.04513888888888888,0.27419354838709675,0.13789778206364645,0.2868217054263562,0.15606936416184972,0.2903225806451615,1.0
55,0.14035087719298245,0.15999999999999998,0.16867469879518077,0.0567484662576687,0.03820598006644518,0.15625,0.2511520737327189,0.04493731918996957,0.3410852713178292,0.20231213872832368,0.806451612903226,1.0
56,0.22807017543859653,0.15999999999999998,0.22289156626506026,0.04294478527607362,0.023255813953488372,0.0625,0.18663594470046083,0.05920925747347994,0.3255813953488369,0.1791907514450867,0.7580645161290325,1.0
57,0.19298245614035092,0.24666666666666665,0.04216867469879519,0.007668711656441719,0.03488372093023256,0.03125,0.28801843317972353,0.0649951783992293,0.193798449612403,0.0346820809248555,0.4516129032258067,1.0
58,0.1842105263157895,0.11333333333333333,0.16265060240963858,0.09202453987730061,0.07475083056478406,0.13541666666666669,0.35023041474654376,0.12825458052073202,0.3720930232558137,0.15028901734104047,0.370967741935484,1.0
59,0.14035087719298245,0.09333333333333334,0.15060240963855423,0.013803680981595092,0.02491694352159468,0.06944444444444443,0.2373271889400922,0.10048216007714572,0.5038759689922481,0.20809248554913293,0.3870967741935485,1.0
60,0.12280701754385964,0.27999999999999997,0.05421686746987952,0.02607361963190184,0.0664451827242525,0.05555555555555555,0.2142857142857143,0.1267116682738667,0.7054263565891472,0.2369942196531792,0.806451612903226,0.0
61,0.19298245614035092,0.16666666666666669,0.16867469879518077,0.052147239263803685,0.051495016611295685,0.0798611111111111,0.1728110599078341,0.06113789778206424,0.4186046511627901,0.24277456647398846,0.741935483870968,1.0
62,0.2543859649122807,0.13999999999999996,0.29518072289156627,0.00920245398773006,0.03654485049833887,0.10763888888888888,0.2142857142857143,0.041851494696238944,0.27131782945736393,0.06358381502890173,0.6774193548387097,1.0
63,0.32456140350877205,0.09333333333333334,0.29518072289156627,0.04907975460122699,0.054817275747508304,0.08680555555555555,0.22811059907834103,0.11321118611379077,0.29457364341085235,0.09826589595375723,0.403225806451613,1.0
64,0.0789473684210526,0.14666666666666667,0.18072289156626506,0.02607361963190184,0.06478405315614617,0.13541666666666669,0.3317972350230415,0.04455159112825413,0.44186046511627897,0.13872832369942198,0.6774193548387097,1.0
65,0.3421052631578947,0.15333333333333332,0.14457831325301204,0.015337423312883437,0.03820598006644518,0.03125,0.14055299539170507,0.10163934426229204,0.2790697674418601,0.14450867052023122,0.403225806451613,1.0
66,0.412280701754386,0.15333333333333332,0.21686746987951808,0.03067484662576687,0.07807308970099668,0.03125,0.07603686635944701,0.16374156219864844,0.527131782945736,0.2716763005780347,0.6129032258064517,0.0
67,0.23684210526315796,0.09333333333333334,0.2349397590361446,0.08282208588957055,0.043189368770764125,0.14930555555555555,0.31105990783410137,0.07907425265188195,0.3023255813953485,0.06358381502890173,0.7258064516129035,1.0
68,0.14035087719298245,0.06000000000000001,0.20481927710843376,0.018404907975460124,0.059800664451827246,0.3298611111111111,0.37788018433179726,0.062102217936352844,0.5116279069767438,0.3930635838150289,0.6129032258064517,1.0
69,0.21052631578947367,0.19999999999999996,0.1746987951807229,0.035276073619631906,0.043189368770764125,0.048611111111111105,0.21889400921658986,0.03915139826422376,0.24806201550387552,0.08670520231213871,0.7258064516129035,1.0
70,0.22807017543859653,0.12666666666666665,0.18072289156626506,0.19018404907975459,0.06312292358803986,0.2361111111111111,0.3548387096774194,0.19132111861137702,0.3410852713178292,0.16184971098265896,0.25806451612903225,1.0
71,0.29824561403508776,0.13999999999999996,0.3493975903614458,0.25920245398773006,0.053156146179401995,0.1736111111111111,0.5046082949308756,0.24243008678881495,0.3410852713178292,0.2543352601156069,0.24193548387096775,1.0
72,0.17543859649122806,0.13333333333333336,0.16265060240963858,0.14877300613496933,0.03488372093023256,0.08680555555555555,0.2350230414746544,0.13018322082931633,0.3720930232558137,0.08092485549132947,0.435483870967742,1.0
73,0.1578947368421053,0.16666666666666669,0.12048192771084339,0.018404907975460124,0.03654485049833887,0.16666666666666666,0.3525345622119816,0.09199614271938117,0.5348837209302326,0.1791907514450867,0.4838709677419355,1.0
74,0.23684210526315796,0.11333333333333333,0.24096385542168677,0.010736196319018405,0.04817275747508305,0.07291666666666666,0.21889400921658986,0.057280617164899184,0.24031007751937938,0.09826589595375723,0.5483870967741937,1.0
75,0.42105263157894746,0.08,0.1987951807228916,0.04447852760736197,0.0664451827242525,0.03125,0.0783410138248848,0.14021215043394264,0.3255813953488369,0.08092485549132947,0.2903225806451615,1.0
76,0.3070175438596492,0.13333333333333336,0.1746987951807229,0.09662576687116564,0.053156146179401995,0.09722222222222221,0.3617511520737327,0.15564127290260288,0.5581395348837206,0.21965317919075142,0.403225806451613,1.0
77,0.19298245614035092,0.18,0.12650602409638556,0.023006134969325156,0.06976744186046512,0.15625,0.38018433179723504,0.11706846673095228,0.3410852713178292,0.16184971098265896,0.24193548387096775,1.0
78,0.5350877192982457,0.23333333333333328,0.26506024096385544,0.02760736196319018,0.34053156146179403,0.01388888888888889,0.013824884792626727,0.23664416586306558,0.3643410852713176,0.2369942196531792,0.24193548387096775,0.0
79,0.2192982456140351,0.09999999999999999,0.18674698795180725,0.023006134969325156,0.061461794019933555,0.10069444444444443,0.2073732718894009,0.10549662487946065,0.4728682170542635,0.24277456647398846,0.435483870967742,1.0
80,0.10526315789473689,0.11666666666666665,0.1987951807228916,0.00920245398773006,0.06976744186046512,0.09722222222222221,0.2672811059907834,0.06460945033751386,0.5038759689922481,0.2543352601156069,0.5322580645161292,1.0
81,0.1842105263157895,0.17333333333333334,0.11445783132530121,0.07975460122699386,0.053156146179401995,0.07291666666666666,0.32027649769585254,0.13828351012536189,0.33333333333333304,0.2369942196531792,0.306451612903226,1.0
82,0.35964912280701766,0.18666666666666665,0.3433734939759036,0.22085889570552147,0.07142857142857142,0.11805555555555555,0.576036866359447,0.2501446480231415,0.16279069767441845,0.24277456647398846,0.09677419354838701,1.0
83,0.19298245614035092,0.08666666666666666,0.20481927710843376,0.2369631901840491,0.051495016611295685,0.1909722222222222,0.3133640552995392,0.18611378977820436,0.3023255813953485,0.09248554913294799,0.4193548387096775,1.0
84,0.2719298245614036,0.06000000000000001,0.21686746987951808,0.1165644171779141,0.03156146179401993,0.14930555555555555,0.24193548387096775,0.1078109932497604,0.3255813953488369,0.1098265895953757,0.709677419354839,1.0
85,0.23684210526315796,0.09333333333333334,0.16867469879518077,0.11042944785276074,0.0681063122923588,0.14583333333333334,0.2534562211981567,0.1182256509161057,0.387596899224806,0.21965317919075142,0.5645161290322582,1.0
86,0.19298245614035092,0.06666666666666667,0.16867469879518077,0.2523006134969325,0.06312292358803986,0.18055555555555555,0.3064516129032258,0.19498553519768436,0.4108527131782944,0.07514450867052022,0.403225806451613,1.0
87,0.20175438596491235,0.11333333333333333,0.16265060240963858,0.2576687116564417,0.09136212624584718,0.09722222222222221,0.3087557603686636,0.20501446480231422,0.3720930232558137,0.15606936416184972,0.33870967741935476,1.0
88,0.26315789473684215,0.08,0.18072289156626506,0.02147239263803681,0.04983388704318936,0.14583333333333334,0.41935483870967744,0.07656702025072093,0.44961240310077466,0.1098265895953757,0.6451612903225807,1.0
89,0.39473684210526316,0.4133333333333333,0.14457831325301204,0.02914110429447853,0.3604651162790698,0.01388888888888889,0.020737327188940096,0.23085824493731977,0.46511627906976694,0.21965317919075142,0.16129032258064524,0.0
90,0.16666666666666663,0.14666666666666667,0.28313253012048195,0.012269938650306747,0.0664451827242525,0.1701388888888889,0.41705069124423966,0.10742526518804141,0.3643410852713176,0.13294797687861273,0.24193548387096775,1.0
91,0.22807017543859653,0.3266666666666666,0.1746987951807229,0.024539877300613498,0.051495016611295685,0.048611111111111105,0.16359447004608296,0.128640308582451,0.46511627906976694,0.3005780346820809,0.35483870967741926,1.0
92,0.4385964912280702,0.5599999999999999,0.14457831325301204,0.03067484662576687,0.12956810631229237,0.03819444444444444,0.20046082949308755,0.2443587270973957,0.5891472868217051,0.184971098265896,0.2903225806451615,0.0
93,0.24561403508771928,0.36,0.06024096385542169,0.012269938650306747,0.10299003322259136,0.09027777777777778,0.13133640552995393,0.17107039537126312,0.4341085271317824,0.22543352601156072,0.19354838709677402,0.0
94,0.17543859649122806,0.08,0.29518072289156627,0.015337423312883437,0.09302325581395349,0.05555555555555555,0.315668202764977,0.1267116682738667,0.387596899224806,0.17341040462427745,0.19354838709677402,1.0
95,0.4035087719298247,0.09999999999999999,0.44578313253012053,0.03987730061349694,0.054817275747508304,0.048611111111111105,0.2764976958525346,0.12092574734811734,0.23255813953488325,0.1676300578034682,0.5161290322580645,1.0
96,0.19298245614035092,0.11333333333333333,0.1927710843373494,0.004601226993865032,0.04152823920265781,0.13541666666666669,0.24884792626728108,0.07733847637415536,0.45736434108527124,0.20809248554913293,0.4516129032258067,1.0
97,0.3157894736842105,0.3466666666666666,0.15662650602409642,0.02147239263803681,0.11794019933554818,0.10416666666666666,0.28801843317972353,0.17531340405014362,0.37984496124030986,0.17341040462427745,0.306451612903226,0.0
98,0.21052631578947367,0.16666666666666669,0.18674698795180725,0.010736196319018405,0.018272425249169437,0.09722222222222221,0.1912442396313364,0.062102217936352844,0.4186046511627901,0.1271676300578035,0.709677419354839,1.0
99,0.29824561403508776,0.20666666666666667,0.1927710843373494,0.046012269938650305,0.043189368770764125,0.07291666666666666,0.20046082949308755,0.08312439729990473,0.2790697674418601,0.21965317919075142,0.7258064516129035,1.0
100,0.5087719298245614,0.4333333333333333,0.25903614457831325,0.02607361963190184,0.0830564784053156,0.048611111111111105,0.0576036866359447,0.1826422372227583,0.33333333333333304,0.20231213872832368,0.4838709677419355,0.0
101,0.16666666666666663,0.3466666666666666,0.07228915662650602,0.018404907975460124,0.0681063122923588,0.03472222222222222,0.16129032258064516,0.10703953712632597,0.5426356589147283,0.15028901734104047,0.3870967741935485,1.0
102,0.17543859649122806,0.2533333333333333,0.1746987951807229,0.023006134969325156,0.1079734219269103,0.10763888888888888,0.2119815668202765,0.16682738669238262,0.4728682170542635,0.23121387283236997,0.2903225806451615,0.0
103,0.2543859649122807,0.38,0.10843373493975904,0.018404907975460124,0.10132890365448506,0.041666666666666664,0.0783410138248848,0.19035679845708842,0.5581395348837206,0.21965317919075142,0.17741935483870974,0.0
104,0.35964912280701766,0.14666666666666667,0.29518072289156627,0.04907975460122699,0.13455149501661132,0.03472222222222222,0.041474654377880185,0.15139826422372238,0.4263565891472867,0.24277456647398846,0.6612903225806452,0.0
105,0.3157894736842105,0.12666666666666665,0.3493975903614458,0.1625766871165644,0.04485049833887043,0.14930555555555555,0.35714285714285715,0.20385728061716435,0.2635658914728678,0.1098265895953757,0.14516129032258074,1.0
106,0.3070175438596492,0.09999999999999999,0.18674698795180725,0.1549079754601227,0.04817275747508305,0.2013888888888889,0.4147465437788018,0.1884281581485041,0.3100775193798446,0.19075144508670525,0.24193548387096775,1.0
107,0.24561403508771928,0.09999999999999999,0.1927710843373494,0.018404907975460124,0.06478405315614617,0.08333333333333333,0.2465437788018433,0.0842815814850546,0.3023255813953485,0.14450867052023122,0.5,1.0
108,0.5087719298245614,0.23333333333333328,0.1987951807228916,0.03220858895705522,0.14285714285714288,0.09374999999999999,0.1912442396313364,0.21735776277724028,0.387596899224806,0.2658959537572255,0.3225806451612905,0.0
109,0.2543859649122807,0.12666666666666665,0.16867469879518077,0.009969325153374235,0.023255813953488372,0.006944444444444444,0.1912442396313364,0.054001928640307284,0.17829457364341073,0.046242774566473965,0.5483870967741937,1.0
110,0.368421052631579,0.18,0.42771084337349397,0.17791411042944782,0.061461794019933555,0.07291666666666666,0.3548387096774194,0.21350048216007522,0.20155038759689914,0.2485549132947977,0.22580645161290325,1.0
111,0.3771929824561404,0.12000000000000001,0.12650602409638556,0.23926380368098157,0.1079734219269103,0.1388888888888889,0.4400921658986175,0.20964320154291016,0.23255813953488325,0.16184971098265896,0.2903225806451615,1.0
112,0.1578947368421053,0.06000000000000001,0.1987951807228916,0.08282208588957055,0.04485049833887043,0.10069444444444443,0.24193548387096775,0.1251687560270014,0.46511627906976694,0.20809248554913293,0.3440860209677419,1.0
113,0.280701754385965,0.10666666666666665,0.13253012048192772,0.1549079754601227,0.054817275747508304,0.08680555555555555,0.1728110599078341,0.15949855351976794,0.10852713178294549,0.08092485549132947,0.27419354838709675,1.0
114,0.22807017543859653,0.09333333333333334,0.1927710843373494,0.08128834355828221,0.07475083056478406,0.13541666666666669,0.33640552995391704,0.128640308582451,0.3720930232558137,0.20231213872832368,0.4516129032258067,1.0
115,0.29824561403508776,0.08,0.18072289156626506,0.2085889570552147,0.07807308970099668,0.18055555555555555,0.47580645161290325,0.22892960462873546,0.3255813953488369,0.13872832369942198,0.14516129032258074,1.0
116,0.2192982456140351,0.09333333333333334,0.2349397590361446,0.00920245398773006,0.0664451827242525,0.08680555555555555,0.33640552995391704,0.12208293153326721,0.6046511627906974,0.14450867052023122,0.3225806451612905,1.0
117,0.19298245614035092,0.10666666666666665,0.1385542168674699,0.10276073619631901,0.09966777408637875,0.10416666666666666,0.347926267281106,0.17492767598842818,0.4108527131782944,0.1791907514450867,0.17741935483870974,1.0
118,0.19298245614035092,0.11333333333333333,0.16867469879518077,0.06595092024539878,0.03488372093023256,0.09722222222222221,0.2119815668202765,0.05998071359691437,0.2868217054263562,0.20809248554913293,0.774193548387097,1.0
119,0.22807017543859653,0.04666666666666666,0.1987951807228916,0.06288343558282208,0.0830564784053156,0.10416666666666666,0.25806451612903225,0.163355834136933,0.5503875968992249,0.09826589595375723,0.16129032258064524,1.0
120,0.19298245614035092,0.15999999999999998,0.16265060240963858,0.06595092024539878,0.04152823920265781,0.059027777777777776,0.2672811059907834,0.08621022179363536,0.4961240310077515,0.2832369942196532,0.7258064516129035,1.0
121,0.14035087719298245,0.14666666666666667,0.16265060240963858,0.01687116564417178,0.008305647840531562,0.1527777777777778,0.22580645161290322,0.03876567020250832,0.527131782945736,0.1965317919075145,0.741935483870968,1.0
122,0.280701754385965,0.09333333333333334,0.15662650602409642,0.12576687116564417,0.029900332225913623,0.07638888888888888,0.24423963133640553,0.11513982642237153,0.20155038759689914,0.1098265895953757,0.5483870967741937,1.0
123,0.11403508771929827,0.026666666666666658,0.1987951807228916,0.006134969325153375,0.04817275747508305,0.07638888888888888,0.28801843317972353,0.08698167791706624,0.4108527131782944,0.13294797687861273,0.2903225806451615,1.0
124,0.45614035087719307,0.14666666666666667,0.1927710843373494,0.1549079754601227,0.03322259136212625,0.04513888888888888,0.24193548387096775,0.16721311475409806,0.10077519379844935,0.11560693641618497,0.4193548387096775,1.0
125,0.21052631578947367,0.31,0.024096385542168676,0.02914110429447853,0.03654485049833887,0.16319444444444445,0.24193548387096775,0.06692381870781006,0.3255813953488369,0.057803468208092484,0.6290322580645162,1.0
126,0.26315789473684215,0.22333333333333327,0.21686746987951808,0.02147239263803681,0.11960132890365448,0.041666666666666664,0.08986175115207373,0.19421407907425348,0.5891472868217051,0.24277456647398846,0.19354838709677402,0.0
127,0.22807017543859653,0.12666666666666665,0.07228915662650602,0.010736196319018405,0.051495016611295685,0.2986111111111111,0.37327188940092165,0.09392478302796547,0.35658914728682145,0.1098265895953757,0.3225806451612905,1.0
128,0.1578947368421053,0.22666666666666663,0.24698795180722893,0.18098159509202455,0.03820598006644518,0.1701388888888889,0.3986175115207373,0.17531340405014362,0.3255813953488369,0.21965317919075142,0.27419354838709675,1.0
129,0.4912280701754387,0.2866666666666666,0.11445783132530121,0.03987730061349694,0.11960132890365448,0.024305555555555552,0.05529953917050692,0.21735776277724028,0.39534883720930214,0.20809248554913293,0.403225806451613,0.0
130,0.19298245614035092,0.09333333333333334,0.20481927710843376,0.012269938650306747,0.023255813953488372,0.1909722222222222,0.2511520737327189,0.04725168756026932,0.35658914728682145,0.2774566473988439,0.596774193548387,1.0
131,0.16666666666666663,0.15999999999999998,0.1987951807228916,0.1549079754601227,0.04485049833887043,0.09027777777777778,0.2119815668202765,0.1558341369334606,0.4806201550387592,0.17341040462427745,0.35483870967741926,1.0
132,0.21052631578947367,0.08666666666666666,0.29518072289156627,0.2691717791411043,0.054817275747508304,0.1388888888888889,0.35023041474654376,0.24243008678881495,0.4341085271317824,0.09826589595375723,0.11290322580645151,1.0
133,0.26315789473684215,0.29333333333333333,0.04216867469879519,0.012269938650306747,0.1079734219269103,0.01388888888888889,0.03225806451612903,0.19614271938283423,0.46511627906976694,0.34104046242774566,0.25806451612903225,0.0
